Settlement Date,Settlement Period,INDO
20190209,27,30923
20190209,28,30837
20190209,29,31001
20190209,30,31397
20190209,31,32204
20190209,32,33026
20190209,33,34436
20190209,34,36272
20190209,35,38460
20190209,36,39513
20190209,37,39316
20190209,38,38900
20190209,39,37940
20190209,40,37021
20190209,41,36222
20190209,42,35280
20190209,43,34102
20190209,44,33052
20190209,45,31862
20190209,46,30857
20190209,47,29573
20190209,48,29106
20190210,1,27028
20190210,2,27575
20190210,3,27088
20190210,4,26656
20190210,5,26306
20190210,6,26040
20190210,7,25478
20190210,8,24875
20190210,9,24518
20190210,10,24485
20190210,11,24632
20190210,12,24765
20190210,13,25701
20190210,14,26372
20190210,15,27434
20190210,16,28080
20190210,17,29663
20190210,18,31110
20190210,19,32500
20190210,20,33190
20190210,21,33752
20190210,22,33989
20190210,23,34492
20190210,24,34525
20190210,25,34460
20190210,26,34012
20190210,27,33476
20190210,28,32712
20190210,29,32638
20190210,30,32617
20190210,31,33160
20190210,32,34301
20190210,33,35591
20190210,34,37464
20190210,35,39887
20190210,36,40837
20190210,37,40548
20190210,38,40015
20190210,39,39820
20190210,40,38697
20190210,41,37465
20190210,42,35981
20190210,43,34542
20190210,44,32588
20190210,45,30793
20190210,46,29207
20190210,47,27459
20190210,48,26317
20190210,1,28999
20190210,2,29184
20190210,3,29052
20190210,4,28518
20190210,5,28022
20190210,6,27641
20190210,7,27187
20190210,8,26729
20190210,9,26597
20190210,10,26639
20190210,11,26493
20190210,12,26644
20190210,13,27167
20190210,14,27509
20190210,15,28172
20190210,16,28699
20190210,17,30277
20190210,18,31726
20190210,19,33114
20190210,20,33802
20190210,21,34365
20190210,22,34607
20190210,23,35107
20190210,24,35139
20190210,25,35071
20190210,26,34629
20190210,27,34090
20190210,28,33325
20190210,29,33253
20190210,30,33230
20190210,31,33774
20190210,32,34911
20190210,33,36204
20190210,34,38081
20190210,35,40495
20190210,36,41444
20190210,37,41158
20190210,38,40629
20190210,39,40431
20190210,40,39318
20190210,41,38086
20190210,42,36600
20190210,43,35160
20190210,44,33206
20190210,45,31408
20190210,46,29832
20190210,47,28714
20190210,48,27986
20190211,1,26508
20190211,2,27175
20190211,3,27297
20190211,4,26565
20190211,5,26051
20190211,6,26165
20190211,7,25908
20190211,8,25537
20190211,9,25465
20190211,10,25627
20190211,11,26503
20190211,12,28043
20190211,13,31431
20190211,14,34940
20190211,15,38039
20190211,16,39039
20190211,17,39927
20190211,18,40247
20190211,19,40500
20190211,20,40030
20190211,21,39634
20190211,22,39285
20190211,23,38904
20190211,24,38829
20190211,25,38953
20190211,26,38255
20190211,27,38379
20190211,28,38489
20190211,29,38956
20190211,30,39108
20190211,31,39393
20190211,32,40360
20190211,33,41454
20190211,34,41908
20190211,35,43225
20190211,36,44509
20190211,37,44572
20190211,38,44620
20190211,39,44008
20190211,40,43327
20190211,41,42377
20190211,42,40732
20190211,43,38686
20190211,44,36123
20190211,45,33760
20190211,46,31817
20190211,47,29602
20190211,48,28617
20190211,1,28761
20190211,2,29294
20190211,3,29308
20190211,4,28620
20190211,5,27924
20190211,6,28089
20190211,7,28412
20190211,8,28121
20190211,9,28093
20190211,10,28208
20190211,11,28704
20190211,12,30035
20190211,13,32609
20190211,14,35950
20190211,15,39376
20190211,16,40391
20190211,17,41284
20190211,18,41741
20190211,19,42101
20190211,20,41636
20190211,21,41262
20190211,22,40915
20190211,23,40517
20190211,24,40436
20190211,25,40561
20190211,26,40009
20190211,27,40141
20190211,28,40249
20190211,29,40717
20190211,30,40805
20190211,31,40890
20190211,32,41674
20190211,33,42805
20190211,34,43037
20190211,35,44461
20190211,36,45510
20190211,37,45389
20190211,38,45379
20190211,39,44624
20190211,40,44021
20190211,41,42993
20190211,42,41345
20190211,43,39300
20190211,44,36736
20190211,45,34371
20190211,46,32437
20190211,47,30340
20190211,48,29591
20190212,1,28251
20190212,2,28529
20190212,3,28229
20190212,4,27574
20190212,5,26981
20190212,6,26749
20190212,7,26248
20190212,8,25947
20190212,9,25643
20190212,10,25789
20190212,11,26500
20190212,12,27934
20190212,13,31539
20190212,14,34572
20190212,15,38255
20190212,16,39358
20190212,17,39780
20190212,18,39759
20190212,19,39953
20190212,20,39742
20190212,21,39464
20190212,22,39213
20190212,23,38635
20190212,24,38302
20190212,25,38412
20190212,26,38174
20190212,27,37971
20190212,28,37932
20190212,29,38043
20190212,30,38054
20190212,31,38228
20190212,32,39140
20190212,33,40415
20190212,34,41496
20190212,35,43043
20190212,36,44401
20190212,37,44382
20190212,38,44054
20190212,39,43362
20190212,40,42151
20190212,41,40777
20190212,42,38919
20190212,43,37218
20190212,44,34984
20190212,45,33021
20190212,46,31062
20190212,47,28921
20190212,48,27565
20190212,1,29447
20190212,2,29725
20190212,3,30286
20190212,4,29746
20190212,5,29138
20190212,6,28906
20190212,7,28533
20190212,8,28155
20190212,9,28123
20190212,10,28375
20190212,11,28786
20190212,12,30012
20190212,13,32954
20190212,14,35646
20190212,15,39061
20190212,16,40153
20190212,17,40638
20190212,18,40624
20190212,19,40794
20190212,20,40580
20190212,21,40180
20190212,22,39931
20190212,23,39249
20190212,24,38971
20190212,25,39103
20190212,26,38991
20190212,27,38836
20190212,28,38819
20190212,29,39126
20190212,30,39239
20190212,31,39563
20190212,32,40543
20190212,33,41962
20190212,34,43100
20190212,35,44646
20190212,36,45999
20190212,37,45984
20190212,38,45643
20190212,39,44825
20190212,40,43455
20190212,41,41814
20190212,42,39769
20190212,43,37919
20190212,44,35594
20190212,45,33704
20190212,46,31815
20190212,47,29722
20190212,48,28484
20190213,1,27125
20190213,2,27516
20190213,3,27264
20190213,4,26505
20190213,5,26008
20190213,6,25642
20190213,7,25231
20190213,8,24745
20190213,9,24641
20190213,10,24777
20190213,11,25352
20190213,12,26719
20190213,13,30069
20190213,14,33345
20190213,15,36964
20190213,16,38103
20190213,17,38721
20190213,18,38606
20190213,19,38650
20190213,20,38320
20190213,21,37491
20190213,22,36694
20190213,23,36016
20190213,24,35433
20190213,25,35315
20190213,26,34760
20190213,27,34752
20190213,28,34729
20190213,29,35041
20190213,30,35284
20190213,31,35887
20190213,32,37174
20190213,33,38323
20190213,34,39865
20190213,35,41643
20190213,36,43105
20190213,37,42796
20190213,38,42310
20190213,39,41983
20190213,40,40935
20190213,41,39856
20190213,42,37936
20190213,43,36122
20190213,44,33996
20190213,45,32032
20190213,46,30000
20190213,47,28114
20190213,48,26922
20190213,1,28496
20190213,2,28699
20190213,3,28867
20190213,4,28515
20190213,5,28226
20190213,6,27858
20190213,7,27596
20190213,8,27261
20190213,9,27147
20190213,10,27285
20190213,11,27455
20190213,12,28127
20190213,13,30695
20190213,14,33960
20190213,15,37578
20190213,16,38720
20190213,17,39335
20190213,18,39218
20190213,19,39260
20190213,20,38933
20190213,21,38107
20190213,22,37308
20190213,23,36629
20190213,24,36041
20190213,25,35923
20190213,26,35367
20190213,27,35359
20190213,28,35337
20190213,29,35646
20190213,30,35892
20190213,31,36495
20190213,32,37785
20190213,33,38935
20190213,34,40477
20190213,35,42253
20190213,36,43780
20190213,37,43613
20190213,38,43163
20190213,39,42688
20190213,40,41598
20190213,41,40476
20190213,42,38556
20190213,43,36731
20190213,44,34612
20190213,45,32649
20190213,46,30620
20190213,47,29483
20190213,48,28662
20190214,1,26604
20190214,2,27174
20190214,3,26944
20190214,4,26190
20190214,5,25833
20190214,6,25617
20190214,7,25393
20190214,8,25126
20190214,9,25062
20190214,10,25415
20190214,11,26288
20190214,12,27821
20190214,13,31353
20190214,14,34547
20190214,15,37645
20190214,16,38619
20190214,17,38791
20190214,18,38471
20190214,19,38149
20190214,20,37619
20190214,21,36719
20190214,22,36082
20190214,23,35319
20190214,24,34629
20190214,25,34414
20190214,26,33976
20190214,27,33642
20190214,28,33761
20190214,29,33865
20190214,30,34071
20190214,31,34696
20190214,32,36152
20190214,33,37513
20190214,34,38903
20190214,35,40651
20190214,36,42598
20190214,37,42963
20190214,38,42706
20190214,39,41941
20190214,40,40876
20190214,41,39927
20190214,42,38439
20190214,43,36524
20190214,44,34376
20190214,45,32251
20190214,46,30609
20190214,47,28686
20190214,48,27565
20190214,1,28418
20190214,2,28895
20190214,3,29150
20190214,4,28519
20190214,5,28149
20190214,6,27920
20190214,7,27777
20190214,8,27496
20190214,9,27482
20190214,10,27877
20190214,11,28064
20190214,12,28925
20190214,13,31973
20190214,14,35167
20190214,15,38260
20190214,16,39231
20190214,17,39400
20190214,18,39118
20190214,19,38765
20190214,20,38278
20190214,21,37334
20190214,22,36695
20190214,23,35930
20190214,24,35253
20190214,25,35114
20190214,26,34830
20190214,27,34565
20190214,28,34586
20190214,29,34541
20190214,30,34702
20190214,31,35308
20190214,32,36766
20190214,33,38125
20190214,34,39515
20190214,35,41262
20190214,36,43209
20190214,37,43617
20190214,38,43363
20190214,39,42558
20190214,40,41493
20190214,41,40535
20190214,42,39052
20190214,43,37140
20190214,44,34992
20190214,45,32865
20190214,46,31225
20190214,47,29299
20190214,48,28189
20190215,1,27385
20190215,2,27790
20190215,3,27538
20190215,4,26957
20190215,5,26350
20190215,6,26144
20190215,7,25793
20190215,8,25543
20190215,9,25567
20190215,10,25658
20190215,11,26469
20190215,12,27719
20190215,13,31087
20190215,14,34143
20190215,15,37317
20190215,16,38350
20190215,17,38701
20190215,18,38424
20190215,19,38175
20190215,20,37302
20190215,21,36183
20190215,22,35213
20190215,23,34284
20190215,24,33578
20190215,25,33176
20190215,26,32554
20190215,27,32191
20190215,28,31923
20190215,29,31933
20190215,30,32330
20190215,31,32760
20190215,32,34034
20190215,33,35752
20190215,34,37330
20190215,35,38949
20190215,36,40443
20190215,37,40889
20190215,38,40528
20190215,39,40060
20190215,40,38754
20190215,41,37196
20190215,42,35507
20190215,43,34044
20190215,44,32226
20190215,45,30167
20190215,46,28393
20190215,47,26635
20190215,48,25450
20190215,1,28671
20190215,2,29245
20190215,3,29251
20190215,4,28940
20190215,5,28472
20190215,6,28256
20190215,7,27869
20190215,8,27604
20190215,9,27670
20190215,10,27751
20190215,11,27756
20190215,12,28802
20190215,13,31764
20190215,14,34754
20190215,15,37930
20190215,16,38962
20190215,17,39314
20190215,18,39043
20190215,19,38795
20190215,20,37919
20190215,21,36827
20190215,22,35851
20190215,23,34898
20190215,24,34187
20190215,25,33784
20190215,26,33163
20190215,27,32802
20190215,28,32539
20190215,29,32545
20190215,30,32943
20190215,31,33373
20190215,32,34644
20190215,33,36420
20190215,34,37991
20190215,35,39792
20190215,36,41254
20190215,37,41941
20190215,38,41554
20190215,39,40790
20190215,40,39437
20190215,41,37809
20190215,42,36144
20190215,43,34655
20190215,44,32837
20190215,45,30776
20190215,46,29061
20190215,47,27493
20190215,48,26349
20190216,1,25286
20190216,2,25605
20190216,3,25042
20190216,4,24186
20190216,5,23768
20190216,6,23337
20190216,7,22924
20190216,8,22604
20190216,9,22541
20190216,10,22616
20190216,11,23164
20190216,12,23420
20190216,13,25112
20190216,14,26476
20190216,15,27980
20190216,16,29121
20190216,17,30972
20190216,18,32256
20190216,19,33168
20190216,20,33185
20190216,21,32991
20190216,22,32648
20190216,23,32371
20190216,24,32382
20190216,25,32266
20190216,26,31851
20190216,27,31579
20190216,28,31138
20190216,29,31151
20190216,30,31164
20190216,31,31675
20190216,32,32303
20190216,33,33439
20190216,34,34743
20190216,35,36712
20190216,36,37973
20190216,37,37593
20190216,38,37278
20190216,39,36536
20190216,40,35063
20190216,41,33646
20190216,42,32183
20190216,43,30805
20190216,44,29448
20190216,45,27951
20190216,46,26868
20190216,47,25263
20190216,48,24454
20190216,1,26290
20190216,2,26922
20190216,3,27003
20190216,4,26449
20190216,5,26030
20190216,6,25674
20190216,7,25347
20190216,8,24931
20190216,9,24748
20190216,10,24609
20190216,11,24746
20190216,12,24824
20190216,13,25764
20190216,14,27090
20190216,15,28595
20190216,16,29735
20190216,17,31604
20190216,18,32910
20190216,19,33940
20190216,20,33886
20190216,21,33686
20190216,22,33320
20190216,23,32987
20190216,24,32995
20190216,25,32882
20190216,26,32467
20190216,27,32195
20190216,28,31754
20190216,29,31766
20190216,30,31781
20190216,31,32290
20190216,32,32918
20190216,33,34057
20190216,34,35357
20190216,35,37319
20190216,36,38579
20190216,37,38260
20190216,38,37977
20190216,39,37153
20190216,40,35677
20190216,41,34259
20190216,42,32796
20190216,43,31416
20190216,44,30059
20190216,45,28564
20190216,46,27498
20190216,47,25890
20190216,48,25156
20190217,1,24172
20190217,2,24466
20190217,3,24021
20190217,4,23132
20190217,5,22256
20190217,6,21938
20190217,7,21266
20190217,8,20983
20190217,9,20634
20190217,10,20566
20190217,11,20839
20190217,12,21154
20190217,13,22257
20190217,14,23076
20190217,15,23888
20190217,16,24544
20190217,17,25891
20190217,18,26653
20190217,19,27421
20190217,20,28087
20190217,21,28378
20190217,22,28405
20190217,23,28618
20190217,24,28740
20190217,25,28658
20190217,26,28773
20190217,27,28384
20190217,28,28203
20190217,29,28213
20190217,30,28406
20190217,31,29099
20190217,32,30049
20190217,33,31475
20190217,34,33212
20190217,35,34678
20190217,36,36151
20190217,37,36587
20190217,38,35830
20190217,39,35228
20190217,40,34322
20190217,41,33273
20190217,42,32043
20190217,43,30607
20190217,44,28902
20190217,45,27400
20190217,46,26134
20190217,47,24257
20190217,48,23324
20190217,1,24943
20190217,2,25236
20190217,3,24928
20190217,4,24267
20190217,5,23871
20190217,6,23609
20190217,7,23427
20190217,8,23200
20190217,9,22729
20190217,10,22773
20190217,11,23031
20190217,12,23325
20190217,13,23722
20190217,14,23917
20190217,15,24659
20190217,16,25159
20190217,17,26504
20190217,18,27265
20190217,19,28034
20190217,20,28700
20190217,21,28998
20190217,22,29026
20190217,23,29247
20190217,24,29386
20190217,25,29276
20190217,26,29399
20190217,27,29006
20190217,28,28815
20190217,29,28822
20190217,30,29018
20190217,31,29710
20190217,32,30660
20190217,33,32163
20190217,34,33884
20190217,35,35311
20190217,36,36756
20190217,37,37282
20190217,38,36618
20190217,39,35904
20190217,40,35029
20190217,41,33914
20190217,42,32685
20190217,43,31224
20190217,44,29548
20190217,45,28171
20190217,46,26914
20190217,47,25181
20190217,48,24377
20190218,1,23221
20190218,2,23602
20190218,3,23478
20190218,4,22876
20190218,5,22422
20190218,6,22304
20190218,7,21846
20190218,8,21576
20190218,9,21525
20190218,10,21697
20190218,11,22611
20190218,12,24031
20190218,13,27298
20190218,14,30043
20190218,15,32685
20190218,16,34038
20190218,17,35600
20190218,18,36547
20190218,19,37069
20190218,20,37009
20190218,21,36674
20190218,22,36331
20190218,23,36093
20190218,24,36554
20190218,25,36941
20190218,26,36777
20190218,27,36603
20190218,28,36052
20190218,29,35999
20190218,30,36019
20190218,31,36276
20190218,32,36813
20190218,33,37530
20190218,34,38586
20190218,35,40274
20190218,36,41782
20190218,37,42385
20190218,38,41935
20190218,39,40843
20190218,40,39553
20190218,41,38398
20190218,42,36938
20190218,43,35262
20190218,44,33357
20190218,45,31193
20190218,46,29288
20190218,47,27185
20190218,48,26002
20190218,1,24477
20190218,2,24726
20190218,3,24825
20190218,4,24568
20190218,5,24390
20190218,6,24323
20190218,7,24322
20190218,8,24199
20190218,9,23886
20190218,10,23970
20190218,11,24064
20190218,12,25571
20190218,13,28173
20190218,14,30673
20190218,15,33302
20190218,16,34650
20190218,17,36212
20190218,18,37165
20190218,19,37687
20190218,20,37624
20190218,21,37378
20190218,22,37128
20190218,23,36800
20190218,24,37182
20190218,25,37552
20190218,26,37390
20190218,27,37216
20190218,28,36665
20190218,29,36609
20190218,30,36630
20190218,31,36889
20190218,32,37424
20190218,33,38299
20190218,34,39521
20190218,35,41506
20190218,36,43188
20190218,37,43871
20190218,38,43496
20190218,39,42359
20190218,40,41111
20190218,41,39869
20190218,42,38441
20190218,43,36611
20190218,44,34670
20190218,45,32689
20190218,46,30845
20190218,47,28711
20190218,48,27744
20190219,1,25911
20190219,2,26290
20190219,3,25987
20190219,4,25529
20190219,5,25110
20190219,6,24741
20190219,7,24489
20190219,8,24023
20190219,9,24020
20190219,10,24292
20190219,11,25112
20190219,12,26486
20190219,13,29472
20190219,14,32425
20190219,15,35344
20190219,16,36702
20190219,17,37730
20190219,18,37328
20190219,19,37149
20190219,20,36372
20190219,21,35577
20190219,22,34947
20190219,23,34613
20190219,24,34856
20190219,25,35204
20190219,26,35181
20190219,27,35320
20190219,28,35571
20190219,29,35984
20190219,30,36367
20190219,31,37151
20190219,32,37917
20190219,33,38943
20190219,34,39888
20190219,35,41356
20190219,36,42555
20190219,37,42832
20190219,38,42717
20190219,39,42318
20190219,40,40887
20190219,41,39369
20190219,42,37501
20190219,43,35496
20190219,44,33223
20190219,45,31025
20190219,46,29132
20190219,47,27143
20190219,48,26006
20190219,1,27256
20190219,2,27448
20190219,3,28127
20190219,4,27897
20190219,5,27467
20190219,6,27076
20190219,7,26762
20190219,8,26327
20190219,9,26305
20190219,10,26576
20190219,11,26853
20190219,12,27704
20190219,13,30152
20190219,14,33040
20190219,15,36048
20190219,16,37499
20190219,17,38448
20190219,18,38047
20190219,19,37762
20190219,20,36986
20190219,21,36193
20190219,22,35562
20190219,23,35225
20190219,24,35464
20190219,25,35812
20190219,26,35790
20190219,27,35928
20190219,28,36179
20190219,29,36596
20190219,30,36984
20190219,31,37770
20190219,32,38538
20190219,33,39565
20190219,34,40509
20190219,35,41971
20190219,36,43167
20190219,37,43442
20190219,38,43326
20190219,39,42935
20190219,40,41509
20190219,41,39984
20190219,42,38110
20190219,43,36105
20190219,44,33836
20190219,45,31639
20190219,46,29752
20190219,47,27768
20190219,48,26623
20190220,1,25587
20190220,2,25775
20190220,3,25391
20190220,4,24769
20190220,5,24155
20190220,6,23755
20190220,7,23212
20190220,8,22767
20190220,9,22588
20190220,10,22717
20190220,11,23544
20190220,12,24890
20190220,13,27925
20190220,14,30274
20190220,15,32998
20190220,16,34270
20190220,17,35644
20190220,18,36057
20190220,19,36331
20190220,20,36051
20190220,21,35598
20190220,22,35437
20190220,23,35421
20190220,24,35296
20190220,25,35412
20190220,26,35078
20190220,27,34858
20190220,28,34594
20190220,29,34801
20190220,30,35037
20190220,31,35484
20190220,32,36250
20190220,33,37123
20190220,34,38363
20190220,35,39545
20190220,36,41053
20190220,37,41363
20190220,38,40749
20190220,39,39975
20190220,40,39401
20190220,41,38309
20190220,42,36602
20190220,43,34855
20190220,44,32773
20190220,45,30852
20190220,46,29078
20190220,47,27186
20190220,48,26070
20190220,1,26204
20190220,2,26469
20190220,3,26414
20190220,4,26047
20190220,5,26245
20190220,6,25932
20190220,7,25924
20190220,8,25490
20190220,9,25331
20190220,10,25192
20190220,11,24803
20190220,12,25841
20190220,13,28852
20190220,14,31199
20190220,15,33921
20190220,16,35091
20190220,17,36303
20190220,18,36665
20190220,19,36950
20190220,20,36666
20190220,21,36301
20190220,22,36227
20190220,23,36355
20190220,24,36230
20190220,25,36432
20190220,26,36132
20190220,27,35845
20190220,28,35541
20190220,29,35740
20190220,30,35894
20190220,31,36243
20190220,32,36987
20190220,33,37992
20190220,34,39184
20190220,35,40274
20190220,36,41882
20190220,37,42225
20190220,38,41553
20190220,39,40634
20190220,40,40026
20190220,41,38926
20190220,42,37219
20190220,43,35472
20190220,44,33385
20190220,45,31465
20190220,46,29689
20190220,47,27800
20190220,48,26700
20190221,1,25911
20190221,2,26253
20190221,3,25893
20190221,4,25182
20190221,5,24645
20190221,6,24334
20190221,7,23806
20190221,8,23337
20190221,9,23349
20190221,10,23611
20190221,11,24458
20190221,12,25814
20190221,13,28645
20190221,14,30985
20190221,15,33482
20190221,16,35028
20190221,17,36240
20190221,18,36978
20190221,19,37204
20190221,20,36579
20190221,21,36155
20190221,22,35705
20190221,23,35152
20190221,24,34265
20190221,25,33650
20190221,26,32928
20190221,27,32528
20190221,28,32159
20190221,29,32321
20190221,30,32458
20190221,31,33009
20190221,32,34107
20190221,33,35358
20190221,34,36781
20190221,35,38145
20190221,36,39834
20190221,37,40963
20190221,38,40713
20190221,39,40064
20190221,40,39125
20190221,41,38188
20190221,42,36879
20190221,43,35064
20190221,44,32884
20190221,45,31071
20190221,46,29364
20190221,47,27682
20190221,48,26579
20190221,1,26712
20190221,2,27144
20190221,3,27299
20190221,4,26531
20190221,5,26632
20190221,6,26223
20190221,7,25807
20190221,8,25326
20190221,9,25334
20190221,10,25595
20190221,11,25780
20190221,12,26995
20190221,13,29276
20190221,14,31596
20190221,15,34091
20190221,16,35640
20190221,17,36852
20190221,18,37590
20190221,19,37814
20190221,20,37185
20190221,21,36766
20190221,22,36317
20190221,23,35765
20190221,24,34876
20190221,25,34255
20190221,26,33536
20190221,27,33135
20190221,28,32766
20190221,29,32928
20190221,30,33066
20190221,31,33617
20190221,32,34717
20190221,33,35970
20190221,34,37394
20190221,35,38757
20190221,36,40442
20190221,37,41571
20190221,38,41322
20190221,39,40675
20190221,40,39737
20190221,41,38796
20190221,42,37491
20190221,43,35675
20190221,44,33496
20190221,45,31683
20190221,46,29976
20190221,47,28295
20190221,48,27541
20190222,1,26309
20190222,2,26589
20190222,3,26049
20190222,4,25365
20190222,5,24800
20190222,6,24548
20190222,7,24025
20190222,8,23801
20190222,9,23681
20190222,10,23741
20190222,11,24553
20190222,12,25751
20190222,13,28686
20190222,14,31089
20190222,15,33500
20190222,16,34658
20190222,17,36091
20190222,18,36441
20190222,19,36333
20190222,20,36018
20190222,21,35486
20190222,22,34967
20190222,23,34311
20190222,24,33743
20190222,25,33341
20190222,26,32492
20190222,27,31783
20190222,28,31589
20190222,29,31443
20190222,30,31583
20190222,31,32182
20190222,32,33420
20190222,33,34507
20190222,34,35755
20190222,35,37325
20190222,36,38711
20190222,37,39316
20190222,38,38893
20190222,39,38754
20190222,40,37697
20190222,41,36374
20190222,42,34904
20190222,43,33401
20190222,44,31727
20190222,45,29965
20190222,46,28518
20190222,47,26873
20190222,48,25900
20190222,1,27908
20190222,2,28032
20190222,3,27713
20190222,4,27160
20190222,5,27086
20190222,6,27062
20190222,7,26514
20190222,8,26220
20190222,9,26177
20190222,10,26209
20190222,11,26944
20190222,12,27818
20190222,13,30290
20190222,14,32004
20190222,15,34416
20190222,16,35571
20190222,17,37003
20190222,18,37231
20190222,19,36976
20190222,20,36630
20190222,21,36097
20190222,22,35579
20190222,23,34923
20190222,24,34352
20190222,25,33953
20190222,26,33104
20190222,27,32391
20190222,28,32199
20190222,29,32052
20190222,30,32196
20190222,31,32796
20190222,32,34033
20190222,33,35119
20190222,34,36369
20190222,35,37939
20190222,36,39323
20190222,37,39929
20190222,38,39509
20190222,39,39361
20190222,40,38304
20190222,41,36985
20190222,42,35515
20190222,43,34009
20190222,44,32340
20190222,45,30578
20190222,46,29158
20190222,47,27612
20190222,48,26681
20190223,1,25496
20190223,2,25712
20190223,3,25309
20190223,4,24309
20190223,5,23700
20190223,6,23225
20190223,7,22937
20190223,8,22510
20190223,9,22364
20190223,10,22361
20190223,11,22456
20190223,12,23061
20190223,13,24682
20190223,14,25783
20190223,15,27211
20190223,16,28276
20190223,17,29396
20190223,18,30379
20190223,19,30972
20190223,20,30679
20190223,21,30274
20190223,22,29080
20190223,23,28002
20190223,24,27198
20190223,25,26829
20190223,26,26463
20190223,27,26259
20190223,28,26119
20190223,29,26455
20190223,30,26818
20190223,31,27886
20190223,32,29196
20190223,33,30549
20190223,34,32431
20190223,35,34237
20190223,36,36237
20190223,37,36636
20190223,38,36441
20190223,39,35743
20190223,40,34684
20190223,41,33846
20190223,42,32614
20190223,43,31492
20190223,44,30317
20190223,45,29006
20190223,46,28026
20190223,47,26737
20190223,48,26094
20190223,1,26383
20190223,2,26602
20190223,3,26223
20190223,4,25507
20190223,5,25478
20190223,6,25258
20190223,7,25024
20190223,8,24805
20190223,9,24645
20190223,10,24639
20190223,11,24726
20190223,12,25123
20190223,13,26249
20190223,14,27075
20190223,15,28208
20190223,16,28956
20190223,17,30006
20190223,18,30990
20190223,19,31582
20190223,20,31291
20190223,21,30889
20190223,22,29698
20190223,23,28620
20190223,24,27816
20190223,25,27448
20190223,26,27081
20190223,27,27026
20190223,28,26892
20190223,29,27225
20190223,30,27582
20190223,31,28621
20190223,32,29807
20190223,33,31419
20190223,34,33550
20190223,35,35502
20190223,36,37624
20190223,37,38201
20190223,38,38031
20190223,39,37346
20190223,40,36245
20190223,41,35266
20190223,42,33975
20190223,43,32689
20190223,44,31434
20190223,45,30264
20190223,46,29224
20190223,47,27907
20190223,48,27197
20190224,1,26051
20190224,2,26188
20190224,3,25700
20190224,4,24886
20190224,5,24355
20190224,6,24044
20190224,7,23581
20190224,8,23150
20190224,9,22832
20190224,10,22934
20190224,11,23144
20190224,12,23474
20190224,13,24558
20190224,14,25243
20190224,15,26043
20190224,16,26699
20190224,17,27783
20190224,18,28288
20190224,19,28844
20190224,20,28819
20190224,21,28631
20190224,22,28168
20190224,23,27922
20190224,24,27551
20190224,25,27462
20190224,26,27116
20190224,27,26832
20190224,28,26747
20190224,29,26892
20190224,30,27251
20190224,31,28367
20190224,32,29578
20190224,33,31700
20190224,34,33882
20190224,35,35938
20190224,36,37632
20190224,37,37842
20190224,38,37683
20190224,39,37071
20190224,40,36253
20190224,41,35144
20190224,42,33634
20190224,43,32318
20190224,44,30717
20190224,45,28951
20190224,46,27438
20190224,47,25741
20190224,48,24972
20190224,1,26851
20190224,2,26950
20190224,3,26751
20190224,4,26320
20190224,5,25845
20190224,6,25652
20190224,7,25181
20190224,8,24771
20190224,9,24824
20190224,10,24988
20190224,11,25194
20190224,12,25504
20190224,13,26516
20190224,14,27163
20190224,15,27585
20190224,16,27898
20190224,17,28400
20190224,18,28903
20190224,19,29459
20190224,20,29434
20190224,21,29246
20190224,22,28781
20190224,23,28535
20190224,24,28159
20190224,25,28070
20190224,26,27729
20190224,27,27444
20190224,28,27358
20190224,29,27500
20190224,30,27860
20190224,31,28973
20190224,32,30192
20190224,33,32312
20190224,34,34495
20190224,35,36553
20190224,36,38241
20190224,37,38452
20190224,38,38297
20190224,39,37684
20190224,40,36867
20190224,41,35758
20190224,42,34252
20190224,43,32932
20190224,44,31328
20190224,45,29690
20190224,46,28233
20190224,47,27190
20190224,48,26721
20190225,1,24853
20190225,2,25295
20190225,3,25068
20190225,4,24630
20190225,5,24314
20190225,6,24131
20190225,7,23946
20190225,8,23620
20190225,9,23687
20190225,10,23898
20190225,11,24767
20190225,12,26498
20190225,13,30062
20190225,14,33300
20190225,15,36525
20190225,16,37023
20190225,17,37306
20190225,18,37065
20190225,19,36587
20190225,20,35742
20190225,21,34665
20190225,22,33692
20190225,23,33033
20190225,24,32597
20190225,25,32364
20190225,26,31878
20190225,27,31649
20190225,28,31559
20190225,29,31730
20190225,30,32004
20190225,31,32655
20190225,32,33987
20190225,33,35507
20190225,34,37135
20190225,35,38870
20190225,36,40599
20190225,37,41534
20190225,38,41400
20190225,39,40806
20190225,40,39915
20190225,41,38490
20190225,42,37035
20190225,43,35199
20190225,44,33234
20190225,45,30935
20190225,46,29236
20190225,47,27371
20190225,48,26056
20190225,1,26674
20190225,2,27112
20190225,3,26542
20190225,4,26225
20190225,5,26195
20190225,6,25977
20190225,7,25768
20190225,8,25501
20190225,9,25661
20190225,10,25881
20190225,11,26233
20190225,12,27866
20190225,13,30719
20190225,14,33916
20190225,15,37139
20190225,16,37640
20190225,17,37923
20190225,18,37680
20190225,19,37256
20190225,20,36525
20190225,21,35385
20190225,22,34508
20190225,23,33760
20190225,24,33361
20190225,25,33038
20190225,26,32570
20190225,27,32257
20190225,28,32167
20190225,29,32338
20190225,30,32620
20190225,31,33267
20190225,32,34599
20190225,33,36119
20190225,34,37747
20190225,35,39487
20190225,36,41210
20190225,37,42143
20190225,38,42010
20190225,39,41412
20190225,40,40525
20190225,41,39102
20190225,42,37664
20190225,43,35805
